Track #,Notification Date,Layoff Type,Count,Employer,City,Notice
0408,01/13/1998,Permanent closure,345,WEYERHAEUSER NORTH BEND/COOS BAY,North Bend,
0407,,Reduction,120,EUGENE F. BURRILL LUMBER CO.,Medford,
0406,,Permanent closure,138,METROPOLITAN PUBLIC DEFENDER SERVICES,Portland,
0405,,Permanent closure,112,PACIFIC HERITAGE ASSURANCE COMPANY,Portland,
0393,,Permanent closure,225,LANE PLYWOOD INC.,Eugene,
0390,,Permanent closure,267,ARROW TRANSPORTATION,Portland,
0380,,Reduction,,PACC HEALTH PLANS,"Clackamas,  O",
0379,,Large Layoff - 10 or more workers,16,LANE SHELTER CARE,Eugene,
0371,,Permanent closure,138,NORTHWEST AGRICULTURAL COOPERATIVE ASSOC,Ontario,
0370,,Large Layoff - 10 or more workers,140,ESTEY CORPORATION,Portland,
0369,,Permanent closure,,NORTH SANTIAM PLYWOOD COMPANY,Mill City,
0361,,Permanent closure,180,ALTHIN MEDICAL INC.,"Miami Lakes, FL",
0350,,Reduction,180,OREGON COMMUNITY SUPPORT,Springfield,
0349,,Reduction,200,TECTON LAMINATES CORPORATION,Hines,
0341,,Reduction,,CITY OF PORTLAND,Portland,
0338,02/03/1997,Permanent closure,107,AETNA LIFE INSURANCE COMPANY,Portland,
0329,,Permanent closure,145,US WEST COMMUNICATIONS,"Denver, CO",
0323,,Permanent closure,670,THRIFTY- PAYLESS,Wilsonville,
0320,,Permanent closure,123,ASTORIA SEA PRODUCTS,Astoria,
0316,,Reduction,363,MEDITE CORPORATION,Medford,
0307,,Permanent closure,152,HEWLETT-PACKARD COMPANY,McMinnville,
0303,,Permanent closure,124,US WEST,"Englewood, CO",
0297,,Permanent closure,150,UNITED GROCERS,Portland,
0293,,Permanent closure,385,SIMPSON PAPER COMPANY,"Seattle, WA",
0292,,Permanent closure,213,CROWN PACIFIC,Portland,
0291,,Permanent closure,241,CROWN PACIFIC,Redmond,
0286,,Permanent closure,153,ARMOUR SWIFT ECKRICH,"Downers Grove, IL",
0282,,Permanent closure,112,FENDER MUSICAL INSTRUMENTS,"Corona, CA",
0277,,Large Layoff - 10 or more workers,134,PIERCE PACIFIC MANUFACTURING INC.,Tigard,
0275,,Permanent closure,130,LOUISIANA PACIFIC CORPORATION,"Hayden Lake, ID",
0274,,Permanent closure,139,ELLINGSON LUMBER COMPANY,Baker City,
0273,,Large Layoff - 10 or more workers,93,KEY SERVICES CORPORATION,Portland,
0272,,Permanent closure,123,INTERNATIONAL PAPER,Gardiner,
0271,,Large Layoff - 10 or more workers,666,FREIGHTLINER CORPORATION,Portland,
0269,,Permanent closure,1000,KAISER PERMANENTE,Portland,
0257,,Reduction,715,WEYERHAEUSER-KLAMATH FALLS,Klamath Falls,
0245,11/09/1995,Large Layoff - 10 or more workers,210,JAMES RIVER CORPORATION,Portland,
0243,11/06/1995,Permanent closure,139,ELLINGSON LUMBER CO,Baker City,
0242,11/06/1995,Large Layoff - 10 or more workers,159,"METROPOLITAN PUBLIC DEFENDER SERVICES, I",Portland,
0240,,Permanent closure,166,"AMERICAN HARDWOODS, INC.",Tualatin,
0236,,Large Layoff - 10 or more workers,153,"PECO MANUFACTURING CO, INC.",PORTLAND,
0232,,Permanent closure,130,RISBERG'S TRUCK LINES,Portland,
0231,,Permanent closure,63,KMART CORPORATION,"Troy, MI",
0230,,Permanent closure,,EUGENE F. BURRILL LUMBER COMPANY,Medford,
0229,,Large Layoff - 10 or more workers,214,CROWN PACIFIC,Portland,
0228,,Permanent closure,62,LAERDAL MANUFACTURING CORPORATION,Tualatin,
0227,,Permanent closure,302,CEDARAPIDS A RAYTHEON COMPANY,Eugene,
0226,,Permanent closure,158,CH2M HILL,Corvallis,
0225,,Permanent closure,100,"RFD PUBLICATIONS, INC.",Wilsonville,
0224,,Permanent closure,269,"BLUE BELL SNACK FOODS, INC.",Portland,
0223,,Permanent closure,,WEYERHAEUSER-NORTH BEND,North Bend,
0222,,Reduction,,"HANEL LUMBER COMPANY, INC.",Hood River,
0221,,Permanent closure,169,MODOC LUMBER COMPANY,Klamath Falls,
0220,,Permanent closure,52,JOHN HANCOCK MUTUAL LIFE INSURANCE,Portland,
0219,,Large Layoff - 10 or more workers,190,GTE MOBILNET,Portland,
0218,,Permanent closure,27,WILLAMETTE INDUSTRIES COBURG TRUCK DIVIS,Eugene,
0217,,Reduction,182,"SNOW MOUNTAIN PINE, LTD",Hines,
0216,,Permanent closure,79,HOME BASE WAREHOUSE #71,Eugene,
0215,,Permanent closure,215,CHEF FRANCISCO,Eugene,
0213,10/31/1991,Large Layoff - 10 or more workers,131,AERO DDL,Beaverton,
0212,,Permanent closure,124,"RR DONNELLEY NORWEST, INC.",Portland,
0211,,Large Layoff - 10 or more workers,577,US WEST COMMUNICATIONS,"Denver, CO",
0209,,Permanent closure,317,STONE FOREST INDUSTRIES,Medford,
0208,,Permanent closure,53,KMART #9649,McMinnville,
0207,,Permanent closure,315,"I.N. WAGNER'S, INC",Bend,
0206,,Large Layoff - 10 or more workers,95,"PIERCE PACIFIC MFG, INC.",Tigard,
0205,,Permanent closure,160,WILLAMETTE INDUSTRIES,Albany,
0204,,Permanent closure,202,CA ONE SERVICES,Portland,
0203,,Permanent closure,78,MERCO PRODUCTS INC,Eugene,
0202,,Permanent closure,54,JOHNSON CONTROLS INC.,Canby,
0201,,Permanent closure,159,MORGAN PRODUCTS LTD,Springfield,
0200,,Permanent closure,108,NORM THOMPSON,Portland,
0199,,Permanent closure,50,HANNAH ANDERSSON,Portland,
0198,,Large Layoff - 10 or more workers,60,TEKTRONIX,Beaverton,
0197,03/21/1994,Permanent closure,52,BOISE CASCADE - Joseoh,La Grande,
0196,,Permanent closure,,KINZUA CORPORATION,Heppner,
0195,,Permanent closure,69,LITTON INDUSTRIES GUIDANCE & CONTROL SYS,Grants Pass,
0193,,Permanent closure,71,THE STOLLE CORPORATION,"Sidney, OH",
0192,12/01/1993,Permanent closure,55,FRERES LUMBER COMPANY INC.,Lyons,
0191,11/24/1993,Permanent closure,50,CADRE TECHNOLOGIES INC.,Beaverton,
0190,11/16/1993,Permanent closure,106,"PACE MEMBERSHIP WAREHOUSE, INC.",Salem,
0189,11/15/1993,Reduction,44,"PIERCE PACIFIC MANUFACTURING, INC.",Tualatin,
0188,11/10/1993,Permanent closure,141,CROWN PACIFIC - PORTLAND,Portland,
0187,,Reduction,148,"METROPOLITAN PUBLIC DEFENDER SERVICES, I",Portland,
0186,,Reduction,63,UNITED ARILINES,Portland,
0185,,Reduction,70,WEYERHAEUSER-COTTAGE GROVE,Cottage Grove,
0184,,Reduction,55,COMMUNITY PSYCHIATRIC CENTERS,"Laguna Hills, CA",
0183,,Permanent closure,134,"FOURPLY, INC.",Grants Pass,
0182,,Large Layoff - 10 or more workers,140,"NERCO, INC.",Portland,
0180,,Large Layoff - 10 or more workers,262,GLENBROOK NICKEL COMPANY,Riddle,
0179,,Permanent closure,,MOORE BUSINESS FORMS & SYSTEMS DIVISION,Salem,
0177,,Permanent closure,,CLEAR PINE MOULDINGS,Prineville,
0176,,Permanent closure,107,SUNLINE,Lake Oswego,
0174,,Large Layoff - 10 or more workers,150,"TEKTRONIX, INC",Wilsonville,
0171,,Large Layoff - 10 or more workers,,"STANLEY SMITH SECURITY, INC",Portland,
0170,,Large Layoff - 10 or more workers,400,"PRECISION CASTPARTS, CORP.",Portland,
0169,,Large Layoff - 10 or more workers,100,"TEKTRONIX, INC.",Wilsonville,
0165,,Reduction,6,PORTLAND GENERAL ELECTRIC CORPORATION,Portland,
0163,,Permanent closure,156,NORTHWEST AGRICULTURAL COOPERATIVE ASSOC,Ontario,
0161,,Large Layoff - 10 or more workers,500,PRECISION CASTPARTS CORPORATION,Portland,
0158,,Reduction,350,"SUPERVALU, INC","Minneapolis, MN",
0157,,Permanent closure,260,MEDFORD CORPORATION,Medford,
0154,,Permanent closure,224,"WILLAMETTE INDUSTRIES, INC",Albany,
0153,,Permanent closure,195,"NW AGRICULTURAL CO-OPERATIVE ASSOC., INC",Ontario,
0151,,Permanent closure,400,"NORTHWEST MARINE, INC.",Portland,
0146,,Permanent closure,165,WEYERHAEUSER-COTTAGE GROVE,Springfield,
0145,,Permanent closure,117,SEARS,"Chicago, IL",
0144,,Permanent closure,107,"MAYWOOD, INC.","Amarillo, TX",
0142,,Permanent closure,260,CHAMPION INTERNATIONAL CORP.,Roseburg,
0138,,Large Layoff - 10 or more workers,102,DAW FOREST PRODUCTS COMPANY,LAKE OSWEGO,
0136,,Permanent closure,351,WEYERHAEUSER FOREST PRODUCTS COMPANY,KLAMATH FALLS,
0132,,Permanent closure,102,PINE PRODUCTS CORPORATION,PRINVILLE,
0131,,Large Layoff - 10 or more workers,91,FONE AMERICA CENTRAL,"GARLAND, TX",
0128,,Permanent closure,132,BRAND S CORPORATION,CORVALLIS,
0126,,Large Layoff - 10 or more workers,79,MULTNOMAH PLYWOOD CORPORATION,ST. HELENS,
0125,,Permanent closure,125,"FLOATING POINT SYSTEMS, INC.",BEAVERTON,
0124,,Permanent closure,141,"METROPOLITAN PUBLIC DEFENDER SERVICES, I",PORTLAND,
0122,02/28/2008,Large Layoff - 10 or more workers,57,WARM SPRINGS FOREST PRODUCTS INDUSTRIES,WARM SPRINGS,
0121,,Permanent closure,294,"BOHEMIA, INC.",EUGENE,
0117,,Permanent closure,351,"GREGORY FOREST PRODUCTS, INC.",GLENDALE,
0115,,Permanent closure,181,BOHEMIA  INC.,EUGENE,
0114,,Large Layoff - 10 or more workers,118,JLFOODS,EUGENE,
0112,,Large Layoff - 10 or more workers,100,CHAMPION INTERNATIONAL CORPORATION,ROSEBURG,
0110,,Permanent closure,100,"J.I. MORGAN, INC LOGGING",JOHN DAY,
0108,,Permanent closure,165,"FABRICLAND, INC.",PORTLAND,
0106,,Large Layoff - 10 or more workers,800,REYNOLDS METAL COMPANY,TROUTDALE,
0105,,Permanent closure,170,GILCRIST TIMBER COMPANY,GILCRIST,
0104,,Permanent closure,140,MURPHY PLYWOOD COMPANY,EUGENE,
0103,05/14/1990,Permanent closure,121,ROSEBURG FOREST PRODUCTS - Roseburg,ROSEBURG,
0102,,Permanent closure,124,"WILLAMETTE INDUSTRIES, INC.",ALBANY,
0099,,Permanent closure,270,WEYERHAEUSER-SPRINGFIELD,SPRINGFIELD,
0097,,Large Layoff - 10 or more workers,69,CODE-A-PHONE,PORTLAND,
0094,,Permanent closure,130,EATON CORPORATION,BEAVERTON,
0093,,Permanent closure,60,"MOUNTAIN FIR LUMBER CO., INC.",SALEM,
0092,,Large Layoff - 10 or more workers,210,TEKTRONIX,BEAVERTON,
0091,,Large Layoff - 10 or more workers,50,MIDWAY FOREST PRODUCTS (WTD INDUSTRIES),PORTLAND,
0089,,Large Layoff - 10 or more workers,34,SERVIO CORPORATION,"ALAMEDA, CA",
0088,,Permanent closure,175,NORTH SANTIAM PLYWOOD COMPANY,MILL CITY,
0087,,Permanent closure,80,"TAYLOR LUMBER AND TREATING, INC",Beaverton,
0086,,Permanent closure,143,FREDERICK & NELSON,TIGARD,
0084,,Large Layoff - 10 or more workers,166,CRATER LAKE LUMBER CO.,CHILOQUIN OR. 97624,
0079,,Permanent closure,175,TEKTRONIX,Beaverton,
0078,,Permanent closure,49,JAMES RIVER CORPORATION,West Linn,
0076,,Large Layoff - 10 or more workers,73,"PIERCE PACIFIC MANUFACTURING, INC.",Tualatin,
0075,,Permanent closure,340,GEORGIA-PACIFIC CORPORATION,Eugene,
0074,,Large Layoff - 10 or more workers,290,WEYERHAEUSER-SPRINGFIELD,Springfield,
0073,,Permanent closure,92,FUTURE LOGGING COMPANY,Springfield,
0072,,Large Layoff - 10 or more workers,88,EVANITE FIBER CORPORATION (#2),Corvallis,
0070,07/03/1990,Large Layoff - 10 or more workers,58,ROSEBURG FOREST PRODUCTS - Roseburg,Roseburg,
0067,,Permanent closure,149,ST. HELEN'S HOSPITAL & HEALTH CENTER,St. Helens,
0065,,Permanent closure,205,"FOURPLY, INC.",Grants Pass,
0063,,Large Layoff - 10 or more workers,80,MEDFORD CORPORATION,Medford,
0061,,Permanent closure,,"METROPOLITAN PUBLIC DEFENDER SERVICES, I",Portland,
0057,,Permanent closure,61,"NAPCO SCIENTIFIC, INC.","City of Tualatin,  R",
0054,,Large Layoff - 10 or more workers,70,KOGAP MANUFACTURING COMPANY,Medford,
0038,,Permanent closure,241,STANLEY-PROTO INDUSTRIAL TOOLS,Portland,
0022,05/10/1989,Permanent closure,42,AMERICAN NATIONAL CAN,Salem,
0010,03/21/1989,Permanent closure,50,"MACK TRUCKS, INC.",Portland,
0009,03/01/1989,Large Layoff - 10 or more workers,147,JAMES RIVER CORPORATION - Halsey,Halsey,
0002,11/28/1998,Large Layoff - 10 or more workers,50,MIDWAY VENEER PLANT (WILLAMETTE INDUSTRI,Albany,
0001,,Permanent closure,67,FOURPLY INC.,Grants Pass,
0000,09/09/1995,Permanent closure,,SMITH'S HOME FURNISHINGS,Wilsonville,
